t,V_a,V_b,m,h,n,I_Na,I_K,I_L,I_syn_b,g_syn
2.17,39.9107063,-44.86398422,0.9422804946,0.3282771404,0.5314567257,-332.524199,335.7595815,28.28931189,59.25036883,1.304037353
2.18,39.69545936,-44.29169342,0.946769814,0.324998745,0.5357144786,-341.0552781,346.0110713,28.22473781,58.21251977,1.29753344
2.19,39.46365405,-43.71760352,0.9508869256,0.3217531999,0.5399191913,-349.7685614,356.293559,28.15519621,57.18332073,1.291061965
2.2,39.21685211,-43.13999281,0.9546625886,0.3185401821,0.5440708453,-358.62515,366.6008147,28.08115563,56.16062877,1.284622766
2.21,38.9562839,-42.55703193,0.9581250985,0.315359372,0.5481694951,-367.5943878,376.92613,28.00298517,55.14221539,1.278215683
2.22,38.68293663,-41.96677518,0.9613004534,0.3122104528,0.5522152538,-376.6516501,387.2624612,27.92098099,54.12575916,1.271840556
2.23,38.39761871,-41.36715092,0.9642125184,0.309093111,0.5562082821,-385.7767077,397.6025427,27.83538561,53.10883752,1.265497225
2.24,38.1010065,-40.75595109,0.9668831844,0.3060070363,0.5601487798,-394.9525368,407.9389738,27.74640195,52.08891791,1.259185531
2.25,37.79367811,-40.1308195,0.96933252,0.3029519213,0.5640369798,-404.164463,418.2642885,27.65420343,51.06334783,1.252905317
2.26,37.47613782,-39.489239,0.9715789143,0.299927462,0.5678731432,-413.3995514,428.5710084,27.55894135,50.029344,1.246656426
2.27,37.14883384,-38.82851724,0.9736392113,0.2969333574,0.5716575553,-422.6461736,438.8516853,27.46075015,48.98398032,1.240438701
2.28,36.81217122,-38.14577107,0.9755288348,0.2939693098,0.5753905223,-431.8937022,449.0989352,27.35975137,47.92417456,1.234251987
2.29,36.46652138,-37.43790939,0.9772619043,0.2910350245,0.5790723693,-441.1322943,459.3054651,27.25605641,46.84667382,1.22809613
2.3,36.11222911,-36.70161441,0.9788513429,0.2881302099,0.5827034378,-450.3527384,469.4640957,27.14976873,45.74803862,1.221970975
2.31,35.74961785,-35.93332149,0.9803089759,0.2852545774,0.586284084,-459.5463454,479.5677799,27.04098535,44.62462566,1.215876369
2.32,35.37899365,-35.12919747,0.9816456229,0.2824078418,0.589814677,-468.704871,489.6096182,26.92979809,43.4725693,1.20981216
2.33,35.00064819,-34.2851178,0.9828711817,0.2795897205,0.5932955979,-477.82046,499.5828725,26.81629446,42.287762,1.203778197
2.34,34.61486112,-33.39664285,0.983994706,0.2767999344,0.5967272383,-486.8856058,509.4809767,26.70055834,41.06583394,1.197774328
2.35,34.22190183,-32.45899402,0.9850244764,0.274038207,0.6001099994,-495.8931209,519.2975468,26.58267055,39.80213244,1.191800404
2.36,33.82203087,-31.46703046,0.9859680655,0.2713042651,0.6034442908,-504.8361153,529.0263894,26.46270926,38.49170172,1.185856274
2.37,33.41550104,-30.41522793,0.9868323983,0.2685978384,0.6067305299,-513.7079805,538.6615083,26.34075031,37.1292643,1.179941792
2.38,33.00255825,-29.29766142,0.9876238067,0.2659186596,0.6099691409,-522.5023771,548.1971108,26.21686748,35.7092054,1.174056807
2.39,32.58344224,-28.10799444,0.9883480799,0.2632664641,0.6131605541,-531.2132262,557.6276128,26.09113267,34.22556249,1.168201175
2.4,32.15838705,-26.83947838,0.9890105106,0.2606409906,0.6163052053,-539.8347016,566.9476425,25.96361612,32.67202293,1.162374747
2.41,31.72762148,-25.48496692,0.9896159367,0.2580419805,0.6194035351,-548.3612244,576.1520441,25.83438644,31.04193355,1.156577379
2.42,31.29136942,-24.03695193,0.9901687806,0.2554691782,0.6224559884,-556.7874582,585.2358801,25.70351083,29.32832738,1.150808925
2.43,30.84985009,-22.48762938,0.9906730837,0.2529223309,0.6254630135,-565.1083054,594.1944328,25.57105503,27.52397431,1.145069242
2.44,30.40327827,-20.82900605,0.9911325393,0.2504011887,0.628425062,-573.3189033,603.0232056,25.43708348,25.6214646,1.139358185
2.45,29.95186441,-19.05306052,0.9915505217,0.2479055045,0.6313425882,-581.4146213,611.7179237,25.30165932,23.61333618,1.133675612
2.46,29.49581479,-17.15197487,0.9919301132,0.2454350343,0.6342160483,-589.3910574,620.2745333,25.16484444,21.49225964,1.128021381
2.47,29.03533159,-15.11845546,0.9922741289,0.2429895365,0.6370459005,-597.2440356,628.6892013,25.02669948,19.25129686,1.122395351
2.48,28.57061294,-12.94616247,0.992585139,0.2405687726,0.639832604,-604.9696026,636.958314,24.88728388,16.88425146,1.116797381
2.49,28.10185298,-10.63026643,0.9928654895,0.2381725069,0.6425766192,-612.5640249,645.0784751,24.7466559,14.38612957,1.111227331
2.5,27.62924192,-8.168143692,0.993117321,0.2358005064,0.6452784067,-620.0237854,653.0465039,24.60487258,11.75372679,1.105685062
2.51,27.15296601,-5.560210781,0.9933425859,0.2334525408,0.6479384276,-627.3455803,660.8594326,24.4619898,8.986350194,1.100170434
2.52,26.67320759,-2.810875615,0.9935430635,0.2311283828,0.6505571424,-634.5263153,668.5145032,24.31806228,6.08666995,1.094683311
2.53,26.19014509,0.0704476713,0.9937203753,0.2288278077,0.6531350115,-641.5631024,676.0091642,24.17314353,3.061671932,1.089223556
2.54,25.70395304,3.06835522,0.9938759971,0.2265505934,0.6556724943,-648.4532554,683.3410671,24.02728591,-0.07635055428,1.08379103
2.55,25.21480206,6.160642555,0.9940112715,0.2242965207,0.6581700491,-655.1942867,690.5080625,23.88054062,-3.308870085,1.0783856
2.56,24.7228589,9.317849743,0.9941274186,0.2220653733,0.6606281329,-661.7839026,697.5081957,23.73295767,-6.610413384,1.07300713
2.57,24.22828639,12.50336827,0.9942255459,0.2198569371,0.6630472009,-668.2199993,704.3397028,23.58458592,-9.948253378,1.067655484
2.58,23.7312435,15.67429918,0.9943066574,0.2176710013,0.6654277066,-674.5006581,711.0010055,23.43547305,-13.28270985,1.06233053
2.59,23.23188529,18.78318072,0.994371662,0.2155073573,0.6677701013,-680.6241415,717.4907069,23.28566559,-16.56823792,1.057032135
2.6,22.73036298,21.78057261,0.9944213807,0.2133657994,0.6700748341,-686.588888,723.8075861,23.13520889,-19.75540125,1.051760165
2.61,22.22682391,24.61830677,0.9944565538,0.2112461246,0.6723423514,-692.3935074,729.9505936,22.98414717,-22.79368482,1.046514489
2.62,21.72141158,27.25303131,0.9944778471,0.2091481325,0.674573097,-698.0367761,735.9188458,22.83252347,-25.63491916,1.041294976
2.63,21.21426565,29.64954172,0.9944858579,0.2070716254,0.6767675116,-703.5176321,741.7116202,22.68037969,-28.2369065,1.036101496
2.64,20.70552197,31.78336562,0.9944811194,0.2050164082,0.6789260331,-708.8351702,747.3283495,22.52775659,-30.56671822,1.030933918
2.65,20.19531261,33.64217337,0.9944641066,0.2029822886,0.681049096,-713.9886366,752.768617,22.37469378,-32.6031258,1.025792114
2.66,19.68376587,35.22580885,0.9944352397,0.2009690767,0.6831371315,-718.977424,758.0321506,22.22122976,-34.33775741,1.020675954
2.67,19.1710063,36.54500973,0.9943948887,0.1989765855,0.6851905671,-723.8010668,763.1188177,22.06740189,-35.77481406,1.015585312
2.68,18.65715478,37.61913317,0.9943433767,0.1970046304,0.6872098267,-728.4592356,768.0286201,21.91324643,-36.92946539,1.010520059
2.69,18.14232847,38.47335005,0.9942809831,0.1950530296,0.6891953307,-732.9517323,772.761688,21.75879854,-37.82528862,1.005480069
2.7,17.62664093,39.13579112,0.994207947,0.1931216039,0.6911474953,-737.2784853,777.3182752,21.60409228,-38.49124848,1.000465216
2.71,17.1102021,39.63503801,0.9941244697,0.1912101766,0.6930667328,-741.4395438,781.6987539,21.44916063,-38.95871635,0.9954753752
2.72,16.5931184,39.9981993,0.994030717,0.1893185739,0.6949534515,-745.4350738,785.9036089,21.29403552,-39.25891819,0.9905104211
2.73,16.07549269,40.24965136,0.9939268218,0.1874466243,0.6968080554,-749.265352,789.933433,21.13874781,-39.42103447,0.9855702297
2.74,15.5574244,40.41039565,0.993812886,0.185594159,0.6986309445,-752.9307621,793.7889217,20.98332732,-39.47100888,0.9806546777
2.75,15.03900953,40.49790767,0.9936889824,0.183761012,0.7004225142,-756.431789,797.470868,20.82780286,-39.43099483,0.9757636421
2.76,14.52034071,40.52632551,0.9935551564,0.1819470198,0.7021831557,-759.7690148,800.9801578,20.67220221,-39.31929709,0.9708970006
2.77,14.00150726,40.50683518,0.9934114276,0.1801520214,0.7039132557,-762.9431135,804.3177649,20.51655218,-39.15064446,0.9660546316
2.78,13.48259523,40.44813905,0.9932577909,0.1783758586,0.7056131965,-765.954847,807.4847464,20.36087857,-38.93664499,0.961236414
2.79,12.96368745,40.35692872,0.9930942184,0.1766183756,0.7072833559,-768.8050603,810.4822379,20.20520623,-38.68630821,0.9564422274
2.8,12.44486361,40.23831563,0.9929206597,0.1748794194,0.7089241069,-771.494677,813.3114491,20.04955908,-38.40655713,0.9516719519
2.81,11.92620029,40.09619754,0.9927370438,0.1731588396,0.7105358183,-774.0246955,815.9736593,19.89396009,-38.10268587,0.9469254683
2.82,11.40777106,39.93355584,0.9925432794,0.1714564883,0.7121188538,-776.3961842,818.4702133,19.73843132,-37.77874389,0.9422026578
2.83,10.88964645,39.75268812,0.992339256,0.1697722203,0.713673573,-778.610278,820.802517,19.58299394,-37.43784447,0.9375034024
2.84,10.37189412,39.55538538,0.9921248447,0.1681058929,0.7152003304,-780.6681738,822.9720336,19.42766824,-37.08240405,0.9328275847
2.85,9.854578841,39.34306436,0.9918998987,0.1664573661,0.716699476,-782.5711271,824.9802796,19.27247365,-36.7143233,0.9281750877
2.86,9.337762579,39.116865,0.991664254,0.1648265026,0.7181713552,-784.3204479,826.8288208,19.11742877,-36.33512166,0.9235457951
2.87,8.821504562,38.87772159,0.99141773,0.1632131675,0.7196163086,-785.9174974,828.519269,18.96255137,-35.94603594,0.9189395913
2.88,8.305861332,38.62641448,0.9911601299,0.1616172287,0.7210346721,-787.3636841,830.053278,18.8078584,-35.54809204,0.9143563609
2.89,7.790886808,38.36360764,0.9908912411,0.1600385566,0.7224267771,-788.6604607,831.4325408,18.65336604,-35.14215698,0.9097959896
2.9,7.276632347,38.08987605,0.9906108356,0.1584770243,0.7237929502,-789.8093209,832.6587855,18.4990897,-34.72897665,0.9052583631
2.91,6.763146804,37.80572582,0.9903186704,0.1569325074,0.7251335133,-790.8117956,833.733773,18.34504404,-34.30920325,0.9007433682
2.92,6.250476589,37.51160901,0.9900144876,0.1554048842,0.7264487838,-791.6694507,834.6592933,18.19124298,-33.88341549,0.8962508919
2.93,5.738665734,37.20793481,0.9896980148,0.1538940357,0.7277390744,-792.3838835,835.4371627,18.03769972,-33.45213352,0.891780822
2.94,5.227755945,36.8950779,0.989368965,0.1523998453,0.7290046931,-792.9567201,836.0692211,17.88442678,-33.01583015,0.8873330466
2.95,4.717786667,36.57338493,0.9890270374,0.1509221992,0.7302459435,-793.3896126,836.5573295,17.731436,-32.57493931,0.8829074545
2.96,4.208795139,36.2431795,0.9886719167,0.1494609862,0.7314631246,-793.6842367,836.903367,17.57873854,-32.12986259,0.8785039352
2.97,3.70081645,35.90476606,0.9883032739,0.1480160975,0.7326565307,-793.8422888,837.1092285,17.42634494,-31.68097427,0.8741223786
2.98,3.193883604,35.55843299,0.9879207659,0.1465874272,0.7338264517,-793.8654838,837.1768225,17.27426508,-31.22862537,0.869762675
2.99,2.688027566,35.2044551,0.9875240359,0.1451748719,0.7349731732,-793.7555529,837.1080686,17.12250827,-30.77314676,0.8654247156
3,2.183277326,34.84309555,0.987112713,0.1437783307,0.7360969762,-793.514241,836.9048956,16.9710832,-30.31485172,0.8611083918
3.01,1.679659948,34.4746075,0.9866864128,0.1423977055,0.7371981371,-793.143305,836.5692392,16.81999798,-29.85403799,0.8568135958
3.02,1.177200626,34.09923535,0.9862447368,0.1410329005,0.7382769284,-792.6445114,836.1030402,16.66926019,-29.39098947,0.8525402201
3.03,0.6759227366,33.71721582,0.9857872726,0.139683823,0.7393336179,-792.0196347,835.5082428,16.51887682,-28.92597754,0.848288158
3.04,0.1758478876,33.32877884,0.9853135939,0.1383503823,0.7403684692,-791.2704551,834.7867924,16.36885437,-28.45926226,0.8440573032
3.05,-0.3230040293,32.93414816,0.9848232604,0.1370324907,0.7413817417,-790.3987571,833.9406345,16.21919879,-27.99109324,0.8398475498
3.06,-0.8206147913,32.53354201,0.9843158176,0.1357300629,0.7423736905,-789.4063275,832.9717126,16.06991556,-27.52171049,0.8356587927
3.07,-1.316967797,32.1271735,0.9837907968,0.1344430162,0.7433445667,-788.2949541,831.8819669,15.92100966,-27.051345,0.8314909271
3.08,-1.812048021,31.71525106,0.983247715,0.1331712705,0.7442946171,-787.0664238,830.673333,15.77248559,-26.58021938,0.8273438488
3.09,-2.305841968,31.29797865,0.9826860746,0.1319147482,0.7452240845,-785.7225212,829.3477404,15.62434741,-26.10854823,0.8232174541
3.1,-2.798337634,30.87555612,0.9821053637,0.1306733741,0.7461332077,-784.2650272,827.9071112,15.47659871,-25.63653862,0.81911164
3.11,-3.289524461,30.44817931,0.9815050552,0.1294470759,0.7470222213,-782.6957177,826.353359,15.32924266,-25.16439038,0.8150263036
3.12,-3.7793933,30.01604027,0.9808846076,0.1282357834,0.7478913562,-781.0163621,824.6883876,15.18228201,-24.69229638,0.810961343
3.13,-4.267936374,29.57932735,0.9802434638,0.1270394291,0.7487408393,-779.2287222,822.91409,15.03571909,-24.22044285,0.8069166564
3.14,-4.755147244,29.13822532,0.9795810519,0.1258579479,0.7495708936,-777.3345506,821.0323475,14.88955583,-23.74900952,0.8028921428
3.15,-5.241020771,28.69291545,0.9788967842,0.1246912771,0.7503817384,-775.3355901,819.0450282,14.74379377,-23.27816986,0.7988877015
3.16,-5.72555309,28.24357552,0.9781900576,0.1235393566,0.7511735891,-773.233572,816.9539868,14.59843407,-22.80809124,0.7949032325
3.17,-6.208741578,27.79037994,0.977460253,0.1224021285,0.7519466575,-771.0302154,814.761063,14.45347753,-22.3389351,0.7909386361
3.18,-6.69058483,27.3334997,0.9767067354,0.1212795373,0.7527011516,-768.7272257,812.4680812,14.30892455,-21.87085707,0.7869938132
3.19,-7.17108263,26.87310248,0.9759288534,0.1201715299,0.7534372758,-766.326294,810.0768493,14.16477521,-21.40400713,0.7830686651
3.2,-7.650235935,26.4093526,0.9751259392,0.1190780556,0.754155231,-763.8290954,807.589158,14.02102922,-20.93852967,0.7791630939
3.21,-8.128046853,25.94241104,0.9742973083,0.1179990658,0.7548552146,-761.2372889,805.0067801,13.87768594,-20.4745637,0.7752770017
3.22,-8.604518625,25.47243551,0.9734422592,0.1169345142,0.7555374202,-758.5525154,802.3314699,13.73474441,-20.01224287,0.7714102916
3.23,-9.079655615,24.99958036,0.9725600732,0.1158843568,0.7562020383,-755.7763973,799.5649621,13.59220332,-19.55169562,0.7675628667
3.24,-9.553463296,24.52399667,0.9716500144,0.1148485516,0.7568492557,-752.9105375,796.7089715,13.45006101,-19.09304528,0.7637346309
3.25,-10.02594825,24.0458322,0.9707113289,0.1138270587,0.7574792562,-749.956518,793.7651918,13.30831553,-18.63641015,0.7599254885
3.26,-10.49711814,23.56523142,0.9697432452,0.1128198406,0.7580922198,-746.9158992,790.7352955,13.16696456,-18.18190361,0.7561353444
3.27,-10.96698175,23.0823355,0.9687449734,0.1118268613,0.7586883235,-743.790219,787.620933,13.02600548,-17.72963421,0.7523641036
3.28,-11.43554894,22.59728233,0.9677157051,0.1108480873,0.7592677412,-740.5809912,784.4237317,12.88543532,-17.27970577,0.748611672
3.29,-11.9028307,22.11020651,0.9666546134,0.1098834866,0.7598306431,-737.2897052,781.1452955,12.74525079,-16.83221747,0.7448779557
3.3,-12.36883911,21.62123938,0.9655608521,0.1089330293,0.7603771967,-733.9178244,777.7872042,12.60544827,-16.38726392,0.7411628614
3.31,-12.83358739,21.13050901,0.964433556,0.1079966872,0.7609075662,-730.4667854,774.3510127,12.46602378,-15.94493533,0.7374662962
3.32,-13.2970899,20.63814021,0.9632718401,0.1070744338,0.7614219125,-726.9379966,770.8382503,12.32697303,-15.50531749,0.7337881677
3.33,-13.75936217,20.14425458,0.9620747994,0.1061662445,0.7619203937,-723.3328376,767.25042,12.18829135,-15.06849196,0.7301283839
3.34,-14.22042091,19.64897047,0.9608415089,0.105272096,0.7624031648,-719.6526575,763.5889976,12.04997373,-14.63453612,0.7264868534
3.35,-14.68028404,19.15240305,0.9595710229,0.1043919668,0.7628703777,-715.8987737,759.8554313,11.91201479,-14.20352327,0.7228634851
3.36,-15.13897077,18.65466431,0.9582623747,0.1035258367,0.7633221813,-712.0724714,756.0511405,11.77440877,-13.77552272,0.7192581885
3.37,-15.59650155,18.15586307,0.9569145766,0.102673687,0.7637587216,-708.1750013,752.1775153,11.63714954,-13.3505999,0.7156708733
3.38,-16.05289818,17.65610504,0.9555266189,0.1018355002,0.7641801418,-704.207579,748.2359156,11.50023055,-12.92881642,0.7121014499
3.39,-16.50818385,17.15549281,0.9540974702,0.1010112602,0.7645865819,-700.1713837,744.2276699,11.36364484,-12.51023021,0.7085498291
3.4,-16.96238316,16.6541259,0.9526260765,0.100200952,0.7649781793,-696.0675563,740.154075,11.22738505,-12.09489558,0.7050159221
3.41,-17.4155222,16.15210078,0.9511113608,0.09940456185,0.7653550682,-691.8971984,736.0163945,11.09144334,-11.68286333,0.7014996405
3.42,-17.8676286,15.64951091,0.9495522229,0.09862207676,0.7657173803,-687.6613706,731.815858,10.95581142,-11.27418082,0.6980008965
3.43,-18.31873158,15.1464468,0.9479475389,0.09785348489,0.7660652441,-683.3610913,727.5536604,10.82048052,-10.8688921,0.6945196025
3.44,-18.76886208,14.64299598,0.9462961602,0.0970987752,0.7663987856,-678.9973348,723.2309604,10.68544138,-10.46703796,0.6910556715
3.45,-19.21805275,14.13924312,0.9445969138,0.0963579375,0.7667181277,-674.5710299,718.8488796,10.55068417,-10.06865607,0.687609017
3.46,-19.66633809,13.63526999,0.942848601,0.09563096229,0.7670233905,-670.0830585,714.4085015,10.41619857,-9.673781033,0.6841795527
3.47,-20.11375451,13.13115557,0.9410499968,0.09491784074,0.7673146915,-665.5342535,709.9108702,10.28197365,-9.282444478,0.6807671929
3.48,-20.56034041,12.62697605,0.9391998501,0.09421856462,0.7675921451,-660.9253973,705.3569892,10.14799788,-8.894675174,0.6773718524
3.49,-21.00613631,12.12280487,0.9372968818,0.09353312621,0.767855863,-656.2572204,700.7478201,10.01425911,-8.5104991,0.6739934462
3.5,-21.45118489,11.6187128,0.9353397849,0.09286151824,0.7681059542,-651.5303991,696.0842816,9.880744532,-8.129939538,0.6706318898
3.51,-21.89553117,11.11476795,0.9333272234,0.09220373386,0.7683425245,-646.7455541,691.3672481,9.74744065,-7.753017161,0.6672870993
3.52,-22.33922251,10.61103585,0.9312578317,0.09155976656,0.7685656771,-641.9032489,686.5975481,9.614333246,-7.379750116,0.663958991
3.53,-22.78230884,10.10757945,0.929130213,0.0909296101,0.7687755123,-637.0039872,681.7759632,9.481407349,-7.010154114,0.6606474818
3.54,-23.22484267,9.604459212,0.9269429392,0.09031325852,0.7689721275,-632.0482122,676.9032266,9.348647199,-6.644242508,0.6573524887
3.55,-23.66687929,9.101733129,0.9246945493,0.08971070605,0.7691556171,-627.0363038,671.9800215,9.216036214,-6.282026377,0.6540739295
3.56,-24.10847682,8.599456789,0.9223835483,0.08912194708,0.7693260726,-621.9685774,667.0069801,9.083556953,-5.923514612,0.6508117221
3.57,-24.54969642,8.097683418,0.9200084064,0.08854697618,0.7694835825,-616.8452817,661.9846818,8.951191073,-5.568713987,0.6475657851
3.58,-24.99060233,7.59646393,0.917567557,0.087985788,0.7696282324,-611.6665972,656.9136519,8.8189193,-5.217629245,0.6443360373
3.59,-25.43126207,7.095846973,0.9150593961,0.08743837735,0.7697601048,-606.4326345,651.79436,8.686721378,-4.870263171,0.6411223979
3.6,-25.87174654,6.595878981,0.9124822804,0.08690473911,0.769879279,-601.143432,646.6272191,8.554576037,-4.526616666,0.6379247866
3.61,-26.31213017,6.096604224,0.9098345256,0.08638486829,0.7699858313,-595.7989549,641.4125833,8.422460948,-4.186688827,0.6347431235
3.62,-26.75249107,5.598064853,0.907114405,0.08587876002,0.7700798348,-590.3990931,636.150747,8.29035268,-3.850477011,0.6315773289
3.63,-27.19291113,5.100300953,0.9043201477,0.08538640956,0.7701613594,-584.9436598,630.8419435,8.158226661,-3.517976914,0.6284273239
3.64,-27.63347623,4.603350588,0.9014499366,0.08490781235,0.7702304717,-579.4323898,625.4863432,8.02605713,-3.189182634,0.6252930295
3.65,-28.07427634,4.107249853,0.8985019064,0.08444296404,0.770287235,-573.8649384,620.0840528,7.893817098,-2.864086741,0.6221743675
3.66,-28.51540566,3.612032919,0.8954741413,0.08399186054,0.7703317091,-568.2408797,614.6351135,7.761478303,-2.542680341,0.6190712599
3.67,-28.95696278,3.117732082,0.8923646731,0.08355449806,0.7703639506,-562.5597059,609.1395001,7.629011167,-2.224953146,0.6159836291
3.68,-29.39905083,2.624377808,0.8891714784,0.08313087322,0.7703840123,-556.8208256,603.5971199,7.496384751,-1.910893529,0.612911398
3.69,-29.84177762,2.131998781,0.8858924765,0.08272098308,0.7703919436,-551.0235635,598.0078114,7.363566714,-1.600488589,0.6098544896
3.7,-30.28525576,1.640621949,0.8825255262,0.08232482523,0.7703877903,-545.1671591,592.3713432,7.230523271,-1.293724209,0.6068128277
3.71,-30.72960284,1.150272568,0.8790684233,0.08194239792,0.7703715943,-539.2507668,586.6874136,7.097219148,-0.9905851156,0.6037863361
3.72,-31.1749415,0.6609742452,0.8755188978,0.08157370014,0.7703433939,-533.2734553,580.9556494,6.963617551,-0.6910549321,0.6007749391
3.73,-31.62139961,0.1727489838,0.8718746105,0.08121873173,0.7703032234,-527.2342076,575.1756056,6.829680116,-0.3951162336,0.5977785616
